Connect_ID
uid
D_101170268
D_101710639
D_103045461
D_104676242
D_106272739
D_115909186
D_116014097
D_116080663.D_116080663
D_116080663.D_889949861
D_116510981
D_119257304
D_119378795
D_123926260
D_127038003
D_127871793
D_129677435
D_133396976
D_137733407
D_140848765
D_141874857
D_142164107
D_145078867
D_146319128
D_146877593
D_147028925
D_154603497.D_154603497
D_154603497.D_234430294
D_158841370
D_164707243
D_171050898
D_175385712
D_175568583
D_175995366
D_177252178
D_178242940
D_178665310
D_179510070
D_180308733
D_181769837
D_182431332
D_183546626
D_185168695
D_194557808
D_197309242
D_198133418
D_199612020
D_204884007
D_208578552
D_210016366
D_213679054
D_214983579
D_227439141
D_227784207
D_228752045
D_234430294
D_237415094
D_238422161
D_238953261
D_240089798
D_241771440
D_242276545
D_242987943
D_243519559
D_250456537
D_252017075.D_106272739
D_252017075.D_257564920
D_252017075.D_359443374
D_252017075.D_670036093
D_254689566
D_254739443
D_257300783.D_257300783
D_257300783.D_424527685
D_257564920
D_258291510
D_258703325
D_259481608
D_268240612.D_268240612
D_268240612.D_531654334
D_268407776
D_276575533.D_276575533
D_276575533.D_810608313
D_277284423
D_286598574
D_287715042
D_294629316
D_304657762
D_306320432
D_311569789
D_318569032
D_319252189
D_319397722
D_319871370
D_325229459
D_325879966
D_327050687
D_333072838
D_334292580
D_336810811
D_337810964
D_338467033
D_338914506
D_344583659
D_344631681
D_345457702
D_349034127
D_349510816
D_352986465
D_355689185
D_356470028
D_359443374
D_360277949
D_363377579
D_365370279
D_370253256
D_370352501
D_370901901
D_372398512
D_375227733
D_377064836.D_377064836
D_377064836.D_779642303
D_378254382.D_378254382
D_378254382.D_628818510
D_381268397
D_383748300
D_384562783
D_385490512
D_386488297
D_386950237
D_387489930
D_388614168
D_392301875
D_394049992
D_394410256
D_395480458
D_399659169
D_400969127
D_402300898
D_405178123
D_408696162
D_411088265
D_411960217
D_417552256
D_420155119
D_424527685
D_429228540
D_432310123
D_434034366
D_440364083
D_442002787
D_444759994
D_445187084
D_445537380
D_445712879
D_446121108
D_448968121
D_450151555
D_457290610
D_458395129
D_459020144
D_459096272
D_463908980
D_466473224
D_467751479
D_470096941
D_471435289
D_472007171
D_477756737
D_479400169
D_480155628
D_480217113
D_480426504
D_481182460
D_481662464
D_486287398
D_492742957
